epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,178.778,1.05112,0.99216,1.18946,0.76282,0.62495,0.70123,0.39048,1.54094,1.59446,1.40482,0.000486063,0.000486063,0.000486063
27,183.997,0.95353,0.97361,1.09428,0.72998,0.70163,0.75121,0.44597,1.38638,1.45272,1.29375,0.0004852,0.0004852,0.0004852
28,189.156,1.0058,1.01465,1.23283,0.7,0.60205,0.65597,0.37317,1.44913,2.01607,1.3217,0.000482852,0.000482852,0.000482852
29,194.215,1.01973,0.99839,1.25375,0.7,0.60205,0.65597,0.37317,1.44913,2.01607,1.3217,0.00047902,0.00047902,0.00047902
30,200.146,0.98086,0.90824,1.15704,0.65208,0.5591,0.60749,0.34729,1.44723,2.02305,1.32864,0.000473703,0.000473703,0.000473703
31,206.248,0.93726,0.99301,1.16462,0.67603,0.57363,0.63541,0.38917,1.3551,1.83114,1.25873,0.0004669,0.0004669,0.0004669
32,212.213,1.03487,0.92962,1.21304,0.70968,0.504,0.54367,0.30725,1.64224,2.10372,1.52003,0.000458613,0.000458613,0.000458613
33,217.258,0.94126,0.72022,1.09551,0.70968,0.504,0.54367,0.30725,1.64224,2.10372,1.52003,0.00044884,0.00044884,0.00044884
34,223.051,0.86586,0.84099,1.07878,0.72966,0.51013,0.5496,0.32051,1.61622,2.13995,1.52157,0.00043325,0.00043325,0.00043325
35,228.868,1.00086,0.83449,1.1941,0.76781,0.58129,0.62976,0.39417,1.41496,1.8437,1.32596,0.0004085,0.0004085,0.0004085
36,234.898,1.00211,0.81595,1.18559,0.76473,0.65851,0.71239,0.46338,1.32124,1.71227,1.25227,0.00038375,0.00038375,0.00038375
37,239.906,0.8851,0.74197,1.14899,0.76473,0.65851,0.71239,0.46338,1.32124,1.71227,1.25227,0.000359,0.000359,0.000359
38,245.855,0.82071,0.7225,1.05268,0.75539,0.67106,0.74929,0.49839,1.2138,1.63651,1.18503,0.00033425,0.00033425,0.00033425
39,251.849,0.84733,0.69742,1.09936,0.78948,0.67238,0.74998,0.50502,1.1678,1.61451,1.15792,0.0003095,0.0003095,0.0003095
40,258.33,0.85762,0.77097,1.14814,0.84245,0.69527,0.79015,0.54593,1.12593,1.41143,1.14464,0.00028475,0.00028475,0.00028475
41,292.817,0.69951,0.62594,1.05091,0.84245,0.69527,0.79015,0.54593,1.12593,1.41143,1.14464,0.00026,0.00026,0.00026
42,298.08,0.81133,0.71001,1.21832,0.86207,0.72548,0.82381,0.58967,1.09115,1.29785,1.1422,0.00023525,0.00023525,0.00023525
43,303.613,0.83655,0.70123,1.17171,0.86926,0.74859,0.8496,0.62557,1.04452,1.21231,1.13316,0.0002105,0.0002105,0.0002105
44,309.112,0.73861,0.64912,1.11322,0.87494,0.74699,0.86543,0.64125,1.01703,1.12875,1.12462,0.00018575,0.00018575,0.00018575
45,314.179,0.70307,0.62361,1.06486,0.87494,0.74699,0.86543,0.64125,1.01703,1.12875,1.12462,0.000161,0.000161,0.000161
46,320.349,0.70832,0.59608,1.11843,0.90487,0.73766,0.87852,0.65387,0.99616,1.05691,1.1176,0.00013625,0.00013625,0.00013625
47,327.639,0.67426,0.55861,1.0451,0.91451,0.73705,0.88747,0.66383,0.97483,1.00339,1.10995,0.0001115,0.0001115,0.0001115
48,333.214,0.67612,0.52676,1.08194,0.87811,0.76926,0.89322,0.67528,0.95188,0.96687,1.10152,8.675e-05,8.675e-05,8.675e-05
49,338.293,0.6319,0.49488,0.98746,0.87811,0.76926,0.89322,0.67528,0.95188,0.96687,1.10152,6.2e-05,6.2e-05,6.2e-05
50,344.376,0.58653,0.49549,0.98488,0.88453,0.77108,0.89775,0.68068,0.93911,0.94895,1.09742,3.725e-05,3.725e-05,3.725e-05
