epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,135.316,0.65257,0.4459,0.91123,0.38691,0.28195,0.13291,0.03603,2.45863,4.56332,3.4987,0.0009035,0.0009035,0.0009035
16,144.497,0.62467,0.43829,0.91774,0.6107,0.18333,0.11073,0.02796,2.73714,5.47747,3.66379,0.00087875,0.00087875,0.00087875
17,153.979,0.56759,0.39323,0.8898,0.84079,0.125,0.09114,0.02868,2.67517,5.43619,3.43068,0.000854,0.000854,0.000854
18,162.791,0.58975,0.4062,0.90131,0.83511,0.1,0.08862,0.02321,2.53124,5.16944,3.24307,0.00082925,0.00082925,0.00082925
19,170.881,0.62682,0.4061,0.91828,0.56793,0.125,0.09065,0.02773,2.48286,4.86069,3.0836,0.0008045,0.0008045,0.0008045
20,180.982,0.5781,0.3934,0.89054,0.60299,0.1125,0.11112,0.03808,2.50027,5.04781,3.06271,0.00077975,0.00077975,0.00077975
21,192.208,0.5664,0.37898,0.90172,0.86834,0.1625,0.12765,0.039,2.39079,4.94497,2.96082,0.000755,0.000755,0.000755
22,202.226,0.52355,0.36053,0.88296,0.07676,0.19792,0.09461,0.0256,2.25891,4.42601,2.97046,0.00073025,0.00073025,0.00073025
23,211.506,0.52587,0.34544,0.88966,0.09897,0.26042,0.11911,0.03033,2.1531,4.24477,2.97786,0.0007055,0.0007055,0.0007055
24,221.393,0.5404,0.3519,0.89453,0.58439,0.22185,0.13891,0.03443,2.08312,4.33125,2.95142,0.00068075,0.00068075,0.00068075
25,230.69,0.50781,0.3405,0.88287,0.6244,0.25625,0.1537,0.0448,2.00891,4.24393,2.89055,0.000656,0.000656,0.000656
26,240.716,0.50519,0.34568,0.88073,0.39559,0.18958,0.13099,0.02987,2.20101,4.49818,3.05037,0.00063125,0.00063125,0.00063125
27,249.809,0.49026,0.34047,0.8706,0.37028,0.21042,0.11037,0.02872,2.2922,4.43742,3.20403,0.0006065,0.0006065,0.0006065
28,259.403,0.50082,0.34114,0.87425,0.58556,0.14583,0.07013,0.01733,2.38248,4.81995,3.13753,0.00058175,0.00058175,0.00058175
29,267.923,0.46752,0.32593,0.85675,0.5631,0.16875,0.05994,0.01496,2.56924,5.09658,3.33985,0.000557,0.000557,0.000557
30,276.513,0.46229,0.31907,0.85378,0.82007,0.1,0.05644,0.01582,2.61866,5.3718,3.3205,0.00053225,0.00053225,0.00053225
31,285.737,0.44996,0.30839,0.85915,0.82615,0.0875,0.0762,0.01883,2.73626,5.19548,3.43193,0.0005075,0.0005075,0.0005075
32,295.42,0.44743,0.31579,0.85028,0.59963,0.1,0.07414,0.01454,2.64555,5.24866,3.4388,0.00048275,0.00048275,0.00048275
33,304.295,0.43296,0.30027,0.85203,0.58325,0.1125,0.09751,0.02056,2.5481,5.4311,3.37725,0.000458,0.000458,0.000458
34,313.471,0.42554,0.29878,0.85649,0.84788,0.1375,0.09788,0.02236,2.6031,5.70949,3.29558,0.00043325,0.00043325,0.00043325
35,321.763,0.43399,0.29585,0.8543,0.60723,0.125,0.11049,0.02909,2.52859,5.39435,3.43081,0.0004085,0.0004085,0.0004085
36,330.471,0.42047,0.30152,0.853,0.3598,0.22708,0.13232,0.03427,2.43001,4.82557,3.49217,0.00038375,0.00038375,0.00038375
37,338.666,0.40946,0.28716,0.84386,0.37033,0.275,0.1464,0.03491,2.34071,4.84647,3.33438,0.000359,0.000359,0.000359
38,347.447,0.40418,0.27649,0.84298,0.3584,0.23963,0.13654,0.03223,2.395,4.96562,3.3087,0.00033425,0.00033425,0.00033425
39,356.339,0.41466,0.28633,0.83475,0.62627,0.18333,0.13561,0.03502,2.36267,4.82771,3.35963,0.0003095,0.0003095,0.0003095
40,364.913,0.38717,0.27171,0.84195,0.37445,0.24583,0.17582,0.05152,2.24006,4.52948,3.26824,0.00028475,0.00028475,0.00028475
41,399.744,0.33658,0.23271,0.81827,0.64611,0.20625,0.15683,0.04784,2.34401,4.73717,3.37299,0.00026,0.00026,0.00026
42,407.902,0.32566,0.2317,0.81727,0.61724,0.125,0.12547,0.0314,2.39389,5.02892,3.3801,0.00023525,0.00023525,0.00023525
43,415.951,0.31641,0.2226,0.81631,0.62538,0.125,0.11379,0.02771,2.44378,4.93689,3.39557,0.0002105,0.0002105,0.0002105
44,424.558,0.30369,0.21552,0.80335,0.61034,0.125,0.11507,0.03501,2.3852,5.06294,3.32184,0.00018575,0.00018575,0.00018575
45,432.367,0.30972,0.21548,0.80556,0.6113,0.1375,0.11161,0.0307,2.38702,5.28872,3.3215,0.000161,0.000161,0.000161
46,441.012,0.29616,0.20424,0.79875,0.6097,0.1375,0.11513,0.02946,2.22898,5.10217,3.16652,0.00013625,0.00013625,0.00013625
47,449.168,0.28995,0.20687,0.80895,0.60098,0.1375,0.10871,0.02554,2.25058,5.09074,3.20963,0.0001115,0.0001115,0.0001115
48,457.522,0.29588,0.20574,0.8068,0.60447,0.125,0.11412,0.03083,2.1932,5.05165,3.17422,8.675e-05,8.675e-05,8.675e-05
49,465.428,0.27869,0.20079,0.80253,0.59835,0.1125,0.10973,0.02985,2.20583,5.05317,3.17759,6.2e-05,6.2e-05,6.2e-05
50,473.995,0.26659,0.19555,0.79531,0.59944,0.125,0.11355,0.03051,2.23144,5.0388,3.20504,3.725e-05,3.725e-05,3.725e-05
